Latitude,Longitude,opening_hours,accessibility_info,image,location_info,address,id,email,phone,ballot_box_ordering_nr,polling_station_nr,voting_above_district,voting_above_district_end_date,auxiliary_storage_labeling_positionx,auxiliary_storage_labeling_positiony
58.7592906747307,25.5654216232032,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",hoone juures parkla,487-1026.jpg,Oisu rahvamaja,"Estonia pst 1, Oisu alevik, Türi vald, Järva maakond","1026",lii.laanemets@tyri.ee,"+37258887190",,"3",false,2023/03/03,,
58.8324703513672,25.1466764899565,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",hoone juures parkla,488-1028.jpg,Käru põhikool,"Aia tn 20, Käru alevik, Türi vald, Järva maakond","1028",lii.laanemets@tyri.ee,"+37258887191",,"4",false,2023/03/03,26.1636072065584,58.2999989835351
58.890171,25.451928,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",hoone juures parkla,489-1029.jpg,Väätsa rahvamaja,"Pikk tn 3, Väätsa alevik, Türi vald, Järva maakond","1029",lii.laanemets@tyri.ee,"+37258887192",,"5",false,2023/03/03,26.1636072065584,58.2999989835351
59.3544487821211,24.8947285394572,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs Rae Kultuurikeskuse peauksest. Ligipääsetav lapsevankri ja ratastooliga.,492-1033.jpg,Rae Kultuurikeskus,"Aruküla tee 9, Jüri alevik, Rae vald, Harju maakond","1033",meeli.vaarik@rae.ee,"+37258887110","+37258887110","1",true,2023/03/03,,
59.396401876127,24.8098543106851,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääs nii ratastooli kui ka lapsekäruga. Hääletamisruum asub lasteaia osas.,493-1035.jpg,Peetri Lasteaed-Põhikool,"Pargi tee 6, Peetri alevik, Rae vald, Harju maakond","1035",kaia@peetri.ee,"+3725283260","+37258887111","2",false,2023/03/03,26.1636072065584,58.2999989835351
59.4021855517001,24.9416294891695,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääs nii ratastooli kui ka lapsevankriga.,494-1038.jpg,Lagedi Keskusehoone,"Kooli tn 18b, Lagedi alevik, Rae vald, Harju maakond","1038",barbel.salumae@rae.ee,"+37253471448","+37258887112","3",false,2023/03/03,26.1636072065584,58.2999989835351
59.2854264200834,24.9770097699246,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav nii ratastooli kui ka lapsevankriga.,495-1039.jpg,Vaida Keskusehoone,"Vana-Vaida tee 7, Vaida alevik, Rae vald, Harju maakond","1039",reet@vaidaraamatukogu.ee,"+3725027181","+37258887113","4",false,2023/03/03,26.1636072065584,58.2999989835351
59.3841333593173,24.8209311410845,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav nii ratastooli kui ka lapsevankriga.,496-1041.jpg,Järveküla Kool,"Reti tee 20, Peetri alevik, Rae vald, Harju maakond","1041",ollinliis@gmail.com,"+37256271560","+37258887114","5",false,2023/03/03,26.1636072065584,58.2999989835351
58.692012,25.629615,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }","Ratastooliga võimalik hoonesse pääseda koolimaja külguksest, hoone juures parkimisvõimalus. ",487-1043.jpg,Kabala koolimaja,"Pargi tn 2, Kabala küla, Türi vald, Järva maakond","1043",lii.laanemets@tyri.ee,"+37258887190",,"3",false,2023/03/03,,
59.3091296762421,24.4231492114136,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ühistranspordipeatus lähedal, kaldtee olemas",504-1046.jpg,Keila Kultuurikeskus,"Keskväljak 12, Keila linn, Harju maakond","1046",klv@keila.ee,"+37258887090","+37258887090","1",true,2023/03/03,,
59.313386095433,24.4114196421196,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ühistranspordipeatus lähedal, ratastooliga ligipääsetav",505-1049.jpg,Harju Maakonnaraamatukogu,"Ehitajate tee 1, Keila linn, Harju maakond","1049",klv@keila.ee,"+37258887091","+37258887091","2",true,2023/03/03,,
59.126477,26.250662,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav ratastooliga.,507-1050.jpg,Väike-Maarja Seltsimaja,"Pikk tn 2, Väike-Maarja alevik, Väike-Maarja vald, Lääne-Viru maakond","1050",seltsimaja@v-maarja.ee,"+37253024437","+37258887227","1",true,2023/03/03,,
59.045717,26.403833,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav ratastooliga.,508-1052.jpg,Simuna Rahvamaja,"Lai tn 5, Simuna alevik, Väike-Maarja vald, Lääne-Viru maakond","1052",lembit.lykk@mail.ee,"+3725212948","+37258887228","2",false,2023/03/03,26.1636072065584,58.2999989835351
58.985372,26.259445,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav ratastooliga.,509-1054.jpg,Rakke Kultuurikeskus,"Simuna tee 10, Rakke alevik, Väike-Maarja vald, Lääne-Viru maakond","1054",marikaoim@hot.ee,"+37253907897","+37258887229","3",false,2023/03/03,26.1636072065584,58.2999989835351
59.3624571686794,26.4292090417071,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ratastooli ja lapsevankriga ligipääsetav.,510-1056.jpg,Sõmeru keskusehoone,"Kooli tn 2, Sõmeru alevik, Rakvere vald, Lääne-Viru maakond","1056",somerujsk@rakverevald.ee,"+37258887212","+37258887212","1",true,2023/03/03,,
59.3962244441137,26.5652584482518,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ratastooliga juurdepääs mööda kaldteed,511-1058.jpg,Uhtna raamatukogu,"Nooruse tn 11, Uhtna alevik, Rakvere vald, Lääne-Viru maakond","1058",uhtnajsk@rakverevald.ee,"+37258887213","+37258887213","2",false,2023/03/03,26.1636072065584,58.2999989835351
59.3324131478902,26.2902239341389,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ratastooli ja lapsevankriga juurdepääs maja tagant, kus asub kaldtee.",512-1060.jpg,Lepna raamatukogu,"Lasteaia tn 4, Lepna alevik, Rakvere vald, Lääne-Viru maakond","1060",lepnajsk@rakverevald.ee,"+37258887214","+37258887214","3",false,2023/03/03,26.1636072065584,58.2999989835351
58.8804063943181,24.0780288724412,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,514-1064.jpg,Kullamaa kultuurimaja,"Vallamaja, Kullamaa küla, Lääne-Nigula vald, Lääne maakond","1064",katrin.viks@laanenigula.ee,"+37258887197","+37258887197","1",false,2023/03/03,26.1636072065584,58.2999989835351
58.9575425176588,23.7461713031459,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,515-1065.jpg,Lääne-Nigula vallamaja,"Haapsalu mnt 6, Taebla alevik, Lääne-Nigula vald, Lääne maakond","1065",helgi.laug@laanenigula.ee,"+37258887198","+37258887198","2",true,2023/03/03,,
58.967287,23.889721,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,516-1067.jpg,Palivere noortekeskus,"Jaama tn 7a, Palivere alevik, Lääne-Nigula vald, Lääne maakond","1067",airi.laanemets@laanenigula.ee,"+37258887199","+37258887199","3",false,2023/03/03,26.1636072065584,58.2999989835351
58.9983110609184,24.0586688082414,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,517-1069.jpg,Risti teeninduskeskus,"Tallinna mnt 4, Risti alevik, Lääne-Nigula vald, Lääne maakond","1069",airi.laanemets@laanenigula.ee,"+37258887200","+37258887200","4",false,2023/03/03,26.1636072065584,58.2999989835351
58.9955669159993,23.7177083926151,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,518-1071.jpg,Oru kultuurisaal,"Hansuküla tee 2, Linnamäe küla, Lääne-Nigula vald, Lääne maakond","1071",mare.noupuu@laanenigula.ee,"+37258887201","+37258887201","5",false,2023/03/03,26.1636072065584,58.2999989835351
58.853965531582,23.8026329354189,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,519-1073.jpg,Martna osavallamaja,"Vallamaja, Martna küla, Lääne-Nigula vald, Lääne maakond","1073",enno.heinaste@laanenigula.ee,"+37258887202","+37258887202","6",false,2023/03/03,26.1636072065584,58.2999989835351
59.0067069371134,23.5210295836224,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,520-1075.jpg,Noarootsi osavallamaja,"Pürksi keskus 9, Pürksi küla / Birkas, Lääne-Nigula vald, Lääne maakond","1075",airi.laanemets@laanenigula.ee,"+37258887203","+37258887203","7",false,2023/03/03,26.1636072065584,58.2999989835351
59.2215154208772,23.6781327925641,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Ligipääsetav,521-1077.jpg,Nõva kool,"Kooli, Nõva küla, Lääne-Nigula vald, Lääne maakond","1077",airi.laanemets@laanenigula.ee,"+37258887204","+37258887204","8",false,2023/03/03,26.1636072065584,58.2999989835351
59.4460417338873,25.4390080157082,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääsul paar trepiastet.,523-1079.jpg,Hugo Lepnurme Kuusalu Kunstide Kool,"Kuusalu tee 22, Kuusalu alevik, Kuusalu vald, Harju maakond","1079",tiia-liis.jyrgenson@kuusalu.ee,"+37258887097","+37258887097","1",true,2023/03/03,,
59.5278711739425,25.6993740247785,"{ ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs võimalik ratastooli ja lapsevankriga ,524-1081.jpg,Kolgaküla rahvamaja,"Kolgaküla, Kuusalu vald, Harju maakond","1081",tiia-liis.jyrgenson@kuusalu.ee,"+37258887098","+37258887098","2",false,2023/03/03,,
59.6081177259662,25.4967831283918,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }","Ligipääs ühistranspordiga, oma autoga, ratastooliga ja lapsevankriga",524-1082.jpg,Leesi rahvamaja,"Leesi küla, Kuusalu vald, Harju maakond","1082",tiia-liis.jyrgenson@kuusalu.ee,"+37258887098","+37258887098","2",false,2023/03/03,,
59.4919748328216,25.6113006636409,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ] }",Ratastooliga ligipääs puudub. Valimisjaoskond asub teisel korrusel ja sinna pääsemiseks on vajalik kasutada treppi.,524-1083.jpg,Kolga muuseum,"Kolga mõis, Kolga alevik, Kuusalu vald, Harju maakond","1083",tiia-liis.jyrgenson@kuusalu.ee,"+37258887098","+37258887098","2",false,2023/03/03,,
59.4284176199126,24.5458571768941,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Pääseb ligi nii ühistranspordiga, ratastooliga ning on ka autode parkla.",526-1084.jpg,Harku Vallavalitsuse haridus- ja kultuuriosakonna ruumid,"Teenuste tn 2, Tabasalu alevik, Harku vald, Harju maakond","1084",valimiskomisjon1@harku.ee,"+37258887085","+37258887086","1",true,2023/03/03,,
59.4145712491261,24.6024324654855,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ligi pääseb ühistranspordiga, ratastooliga ning läheduses on ka autoparkla.",527-1087.jpg,Harkujärve Põhikool ,"J. Venteri tee 2a, Harkujärve küla, Harku vald, Harju maakond","1087",valimiskomisjon2@harku.ee,"+37258887086","+37258887086","2",false,2023/03/03,26.1636072065584,58.2999989835351
59.4566735150174,24.4409703958511,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ligi pääseb ühistranspordiga, ratastooliga ning läheduses on ka autoparkla.",528-1088.jpg,Muraste Kool ,"Lee tee 9, Muraste küla, Harku vald, Harju maakond","1088",valimiskomisjon3@harku.ee,"+37258887087","+37258887086","3",false,2023/03/03,26.1636072065584,58.2999989835351
59.004605,24.794541,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,535-1121.jpg,Rapla Kultuurikeskus,"Tallinna mnt 17a, Rapla linn, Rapla vald, Rapla maakond","1121",vallasekretar@rapla.ee,"+37258887290","+37258887290","1",true,2023/03/03,,
58.973541,24.730103,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,542-1123.jpg,Kuusiku päevakeskus,"Kuusiku mõisaallee 3, Kuusiku alevik, Rapla vald, Rapla maakond","1123",vallasekretar@rapla.ee,"+37258887291","+37258887291","2",false,2023/03/03,,
59.010882,24.795712,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,542-1124.jpg,Risti keskuse Prisma supermarket,"Risti tn 1, Uusküla, Rapla vald, Rapla maakond","1124",vallasekretar@rapla.ee,"+37258887291","+37258887291","2",false,2023/03/03,,
58.997988,24.813459,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,543-1126.jpg,Sadolin Spordihoone,"Viljandi mnt 69a, Rapla linn, Rapla vald, Rapla maakond","1126",vallasekretar@rapla.ee,"+37258887292","+37258887292","3",false,2023/03/03,,
59.064609,24.80849,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,543-1127.jpg,Hagudi Põhikool,"Kooli tn 1, Hagudi alevik, Rapla vald, Rapla maakond","1127",vallasekretar@rapla.ee,"+37258887292","+37258887292","3",false,2023/03/03,,
59.025188,24.763669,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,544-1128.jpg,Rapla Keskraamatukogu Alu haruraamatukogu,"Keskuse tee 4, Alu alevik, Rapla vald, Rapla maakond","1128",vallasekretar@rapla.ee,"+37258887293","+37258887293","4",false,2023/03/03,,
59.03808,24.670932,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,544-1130.jpg,Rapla Keskraamatukogu Kodila haruraamatukogu,"Kooli tn 5, Kodila küla, Rapla vald, Rapla maakond","1130",vallasekretar@rapla.ee,"+37258887293","+37258887293","4",false,2023/03/03,,
59.059529,24.959046,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,545-1131.jpg,Rapla Keskraamatukogu Juuru haruraamatukogu,"Tallinna mnt 18, Juuru alevik, Rapla vald, Rapla maakond","1131",vallasekretar@rapla.ee,"+37258887294","+37258887294","5",false,2023/03/03,,
59.136801,24.920857,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,545-1133.jpg,Rapla Keskraamatukogu Järlepa haruraamatukogu,"Tammemäe tn 5, Järlepa küla, Rapla vald, Rapla maakond","1133",vallasekretar@rapla.ee,"+37258887294","+37258887294","5",false,2023/03/03,,
59.013867,25.055042,"{ ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,546-1134.jpg,Kaiu rahvamaja,"Kasvandu tee 17, Kaiu alevik, Rapla vald, Rapla maakond","1134",vallasekretar@rapla.ee,"+37258887295","+37258887295","6",false,2023/03/03,,
59.043973,25.116336,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,546-1135.jpg,Kuimetsa rahvamaja,"Pargi tee 1, Kuimetsa küla, Rapla vald, Rapla maakond","1135",vallasekretar@rapla.ee,"+37258887295","+37258887295","6",false,2023/03/03,,
58.949899,25.263619,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,546-1136.jpg,Vahastu rahvamaja,"Vahastu rahvamaja, Vahastu küla, Rapla vald, Rapla maakond","1136",vallasekretar@rapla.ee,"+37258887295","+37258887295","6",false,2023/03/03,,
58.935495,24.753183,"{ ""2023-03-05"": [ ""09:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,547-1137.jpg,Raikküla kultuurikeskus,"Raikküla mõisaallee 9, Raikküla, Rapla vald, Rapla maakond","1137",vallasekretar@rapla.ee,"+37258887296","+37258887296","7",false,2023/03/03,,
58.884179,24.779819,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,547-1138.jpg,Purku keskus,"Masinakeskuse, Purku küla, Rapla vald, Rapla maakond","1138",vallasekretar@rapla.ee,"+37258887296","+37258887296","7",false,2023/03/03,,
58.930446,24.650928,"{ ""2023-03-04"": [ ""12:00 - 20:00"" ] }",ligipääs nii ühistranspordi kui ka ratastooliga,547-1139.jpg,Rapla Vallavalitsuse Kabala teenuskeskus,"Koikse tee 7, Kabala küla, Rapla vald, Rapla maakond","1139",vallasekretar@rapla.ee,"+37258887296","+37258887296","7",false,2023/03/03,,
58.9980410865221,22.7452037347979,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Tagatud ligipääs ühistranspordi kui ka ratastooliga.,548-1140.jpg,Kärdla Kultuurikeskus,"Rookopli tn 18, Kärdla linn, Hiiumaa vald, Hiiu maakond","1140",valimised@hiiumaa.ee,"+37258887126","+37258887126","1",true,2023/03/03,,
58.9811494205089,22.464868602373,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Tagatud ligipääs ühistranspordi kui ka ratastooliga.,549-1142.jpg,Kõrgessaare Raamatukogu,"Tööstuse tee 16a, Kõrgessaare alevik, Hiiumaa vald, Hiiu maakond","1142",valimised@hiiumaa.ee,"+37258887127","+37258887127","2",false,2023/03/03,26.1636072065584,58.2999989835351
58.8270418508108,22.7744383106803,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Tagatud ligipääs ühistranspordi kui ka ratastooliga.,550-1144.jpg,Käina Osavalla Valitsus,"Hiiu mnt 28, Käina alevik, Hiiumaa vald, Hiiu maakond","1144",valimised@hiiumaa.ee,"+37258887128","+37258887128","3",true,2023/03/03,,
58.964831348014,22.8443179296627,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Tagatud ligipääs ühistranspordi kui ka ratastooliga.,551-1147.jpg,Palade Põhikool,"Palade kool, Palade küla, Hiiumaa vald, Hiiu maakond","1147",valimised@hiiumaa.ee,"+37258887129","+37258887129","4",false,2023/03/03,26.1636072065584,58.2999989835351
58.7055420976905,22.5967210206726,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Tagatud ligipääs ühistranspordi kui ka ratastooliga.,552-1148.jpg,Emmaste Osavalla Valitsus,"Vallamaja, Emmaste küla, Hiiumaa vald, Hiiu maakond","1148",valimised@hiiumaa.ee,"+37258887130","+37258887130","5",true,2023/03/03,26.1636072065584,58.2999989835351
59.351931,26.365175,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Pääseb ratastooliga,554-1150.jpg,Rakvere Rohuaia Lasteaed,"Posti tn 29, Rakvere linn, Lääne-Viru maakond","1150",tormis.otsma@rakvere.ee,"+37258887211","+37258887211","2",false,2023/03/03,26.1636072065584,58.2999989835351
58.405468,24.65164,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs võimalik ratastooli ja lapsevankriga.,555-1152.jpg,Sindi Sotsiaaltöökeskus,"Pärnu mnt 27a, Sindi linn, Tori vald, Pärnu maakond","1152",mitt.helga@gmail.com,"+37258887272","+37258887272","1",true,2023/03/03,,
58.4307436880842,24.5023872062297,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs võimalik ratastooli ja lapsevankriga.,556-1155.jpg,Sauga Teenuskeskus,"Selja tee 1a, Sauga alevik, Tori vald, Pärnu maakond","1155",janne.soosalu@torivald.ee,"+37258887273","+37258887273","2",false,2023/03/03,26.1636072065584,58.2999989835351
58.3931184459939,24.604983085941,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs võimalik ratastooli ja lapsevankriga.,557-1157.jpg,Tammiste Lasteaed,"Kellukese tee 5, Tammiste küla, Tori vald, Pärnu maakond","1157",margit82@hotmail.com,"+37258887274","+37258887274","3",false,2023/03/03,26.1636072065584,58.2999989835351
58.5187138289663,24.5654282413245,"{ ""2023-03-03"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }",Sissepääs võimalik ratastooli ja lapsevankriga.,558-1158.jpg,Are Teenuskeskus.,"Pärivere tee 17, Are alevik, Tori vald, Pärnu maakond","1158",terje.vosumets@torivald.ee,"+37258887275","+37258887275","4",false,2023/03/03,,
