Valimissündmus,Jaoskonna number,KOV või linnaosa,Valimisringkond,Jaoskonnas saavad hääletada ka teise ringkonda kuuluvad valijad,Jaoskond korraldab kodus hääletamist,Ära näita jaoskonda kaardirakendusel,Jaoskonna telefoninumber,E-posti aadress,Valimiskasti koju tellimise telefoninumber,Asukoha nimetus,address,Ligipääsetavus on olemas,Info ligipääsetavuse kohta,Valimispäev või eelhääletamine,Kellaajad,Valimispäev või eelhääletamise päev,Latitude,Longitude,opening_hours,accessibility_info,image,location_info,id,email,phone,ballot_box_ordering_nr,polling_station_nr,voting_above_district,voting_above_district_end_date,auxiliary_storage_labeling_positionx,auxiliary_storage_labeling_positiony
RK_2023,6,Haabersti linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,True,False,37258887006,Haabersti.elukoht@tallinnlv.ee,3726404815.0,Rocca al Mare Kaubanduskeskus,"Paldiski mnt 102, Haabersti linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Parkla, sh invaparkimiskoht asub maja ees ja katuseparklas.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4268505723778,24.6515909548133,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. Parkla, sh invaparkimiskoht asub maja ees ja katuseparklas.",808-1664.jpg,Rocca al Mare Kaubanduskeskus,1664,Haabersti.elukoht@tallinnlv.ee,37258887006,3726404815.0,6,True,2023/03/03,,
RK_2023,6,Haabersti linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,True,False,37258887006,Haabersti.elukoht@tallinnlv.ee,3726404815.0,Rocca al Mare Kaubanduskeskus,"Paldiski mnt 102, Haabersti linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Parkla, sh invaparkimiskoht asub maja ees ja katuseparklas.",E,12:00 - 20:00,2023-02-27 - 2023-03-04,59.4268505723778,24.6515909548133,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. Parkla, sh invaparkimiskoht asub maja ees ja katuseparklas.",808-1664.jpg,Rocca al Mare Kaubanduskeskus,1664,Haabersti.elukoht@tallinnlv.ee,37258887006,3726404815.0,6,True,2023/03/03,,
RK_2023,7,Haabersti linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887007,Haabersti.elukoht@tallinnlv.ee,3726404815.0,Haabersti Maxima XXX,"Ehitajate tee 148, Haabersti linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Parkla, sh invaparkimiskoht asub maja kõrval.",E,12:00 - 20:00,2023-02-27 - 2023-03-04,59.4209997041744,24.6511975880309,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Parkla, sh invaparkimiskoht asub maja kõrval.",809-1666.jpg,Haabersti Maxima XXX,1666,Haabersti.elukoht@tallinnlv.ee,37258887007,3726404815.0,7,True,2023/03/03,,
RK_2023,7,Haabersti linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887007,Haabersti.elukoht@tallinnlv.ee,3726404815.0,Haabersti Maxima XXX,"Ehitajate tee 148, Haabersti linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Parkla, sh invaparkimiskoht asub maja kõrval.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4209997041744,24.6511975880309,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Parkla, sh invaparkimiskoht asub maja kõrval.",809-1666.jpg,Haabersti Maxima XXX,1666,Haabersti.elukoht@tallinnlv.ee,37258887007,3726404815.0,7,True,2023/03/03,,
RK_2023,18,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887018,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Kristiine Keskus,"Endla tn 45, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri., Parkimine, sh invaparkimiskoht maja taga Tulika tn poolses parklas.",E,12:00 - 20:00,2023-02-27 - 2023-03-04,59.4267496698202,24.724156874802,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri.
Parkimine, sh invaparkimiskoht maja taga Tulika tn poolses parklas.",857-1769.jpg,Kristiine Keskus,1769,Kristiine.elukoht@tallinnlv.ee,37258887018,3726457127.0,18,True,2023/03/03,,
RK_2023,18,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887018,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Kristiine Keskus,"Endla tn 45, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri., Parkimine, sh invaparkimiskoht maja taga Tulika tn poolses parklas.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4267496698202,24.724156874802,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri.
Parkimine, sh invaparkimiskoht maja taga Tulika tn poolses parklas.",857-1769.jpg,Kristiine Keskus,1769,Kristiine.elukoht@tallinnlv.ee,37258887018,3726457127.0,18,True,2023/03/03,,
RK_2023,19,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,True,False,37258887019,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Kristiine Linnaosa Valitsuse hoone,"Metalli tn 5, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri., Parkimine, sh invaparkimiskoht maja kõrval.",E,12:00 - 20:00,2023-03-03 - 2023-03-04,59.427763750253,24.7077051310053,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. 
Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri.
Parkimine, sh invaparkimiskoht maja kõrval.",858-1770.jpg,Kristiine Linnaosa Valitsuse hoone,1770,Kristiine.elukoht@tallinnlv.ee,37258887019,3726457127.0,19,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,19,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,True,False,37258887019,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Kristiine Linnaosa Valitsuse hoone,"Metalli tn 5, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri., Parkimine, sh invaparkimiskoht maja kõrval.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.427763750253,24.7077051310053,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. 
Erilahendused pimedale ja vaegnägijale – juhtnuppude reljeefsus või punktkiri.
Parkimine, sh invaparkimiskoht maja kõrval.",858-1770.jpg,Kristiine Linnaosa Valitsuse hoone,1770,Kristiine.elukoht@tallinnlv.ee,37258887019,3726457127.0,19,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,20,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,False,False,37258887020,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Lilleküla Gümnaasium,"Kuldnoka tn 24, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Sissepääsu juures on järsk tõus. Olemas kaldtee. Palun helistage jaoskonna telefoninumbril, Teid abistatakse. Parkla asub maja hoovis.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4197284065504,24.7028886097585,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. Sissepääsu juures on järsk tõus. Olemas kaldtee. Palun helistage jaoskonna telefoninumbril, Teid abistatakse. Parkla asub maja hoovis.",859-1772.jpg,Tallinna Lilleküla Gümnaasium,1772,Kristiine.elukoht@tallinnlv.ee,37258887020,3726457127.0,20,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,20,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,False,False,37258887020,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Lilleküla Gümnaasium,"Kuldnoka tn 24, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga. Sissepääsu juures on järsk tõus. Olemas kaldtee. Palun helistage jaoskonna telefoninumbril, Teid abistatakse. Parkla asub maja hoovis.",E,12:00 - 20:00,2023-03-03 - 2023-03-04,59.4197284065504,24.7028886097585,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga. Sissepääsu juures on järsk tõus. Olemas kaldtee. Palun helistage jaoskonna telefoninumbril, Teid abistatakse. Parkla asub maja hoovis.",859-1772.jpg,Tallinna Lilleküla Gümnaasium,1772,Kristiine.elukoht@tallinnlv.ee,37258887020,3726457127.0,20,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,21,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887021,Kristiine.elukoht@tallinnlv.ee,3726457127.0,kauplus Rimi,"Sõpruse pst 174, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Parkla, sh invaparkimiskoht asub maja kõrval.",E,12:00 - 20:00,2023-02-27 - 2023-03-04,59.4145631921922,24.7069035311612,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Parkla, sh invaparkimiskoht asub maja kõrval.",860-1775.jpg,kauplus Rimi,1775,Kristiine.elukoht@tallinnlv.ee,37258887021,3726457127.0,21,True,2023/03/03,,
RK_2023,21,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",True,False,False,37258887021,Kristiine.elukoht@tallinnlv.ee,3726457127.0,kauplus Rimi,"Sõpruse pst 174, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga., Parkla, sh invaparkimiskoht asub maja kõrval.",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4145631921922,24.7069035311612,"{ ""2023-02-27 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.
Parkla, sh invaparkimiskoht asub maja kõrval.",860-1775.jpg,kauplus Rimi,1775,Kristiine.elukoht@tallinnlv.ee,37258887021,3726457127.0,21,True,2023/03/03,,
RK_2023,22,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,True,False,37258887022,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Kristiine Gümnaasium,"Nõmme tee 32, Kristiine linnaosa, Tallinn, Harju maakond",False,,E,12:00 - 20:00,2023-03-03 - 2023-03-04,59.4180435871229,24.7206258969345,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ligipääs ratastooliga puudub. Palun helistage jaoskonna telefoninumbril, Teid abistatakse.
Parkimine tänaval.",861-1776.jpg,Tallinna Kristiine Gümnaasium,1776,Kristiine.elukoht@tallinnlv.ee,37258887022,3726457127.0,22,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,22,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,True,False,37258887022,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Kristiine Gümnaasium,"Nõmme tee 32, Kristiine linnaosa, Tallinn, Harju maakond",False,,V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4180435871229,24.7206258969345,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Ligipääs ratastooliga puudub. Palun helistage jaoskonna telefoninumbril, Teid abistatakse.
Parkimine tänaval.",861-1776.jpg,Tallinna Kristiine Gümnaasium,1776,Kristiine.elukoht@tallinnlv.ee,37258887022,3726457127.0,22,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,23,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,False,False,37258887023,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Ülikooli Räägu õppehoone,"Räägu tn 49, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga.  Alternatiivsissepääs liikumisabivahendiga - lift hoovis., Erilahendused pimedale ja vaegnägijale – kontrastsus., Palun helistage jaoskonna telefoninumbril, Teid abistatakse., Parkla asub maja kõrval.",E,12:00 - 20:00,2023-03-03 - 2023-03-04,59.4145441839634,24.7203407972355,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.  Alternatiivsissepääs liikumisabivahendiga - lift hoovis.
Erilahendused pimedale ja vaegnägijale – kontrastsus.
Palun helistage jaoskonna telefoninumbril, Teid abistatakse.
Parkla asub maja kõrval.",862-1778.jpg,Tallinna Ülikooli Räägu õppehoone,1778,Kristiine.elukoht@tallinnlv.ee,37258887023,3726457127.0,23,False,2023/03/03,26.1636072065584,58.2999989835351
RK_2023,23,Kristiine linnaosa,"Valimisringkond nr 1 – Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",False,False,False,37258887023,Kristiine.elukoht@tallinnlv.ee,3726457127.0,Tallinna Ülikooli Räägu õppehoone,"Räägu tn 49, Kristiine linnaosa, Tallinn, Harju maakond",True,"Sissepääs võimalik ratastooli ja lapsevankriga.  Alternatiivsissepääs liikumisabivahendiga - lift hoovis., Erilahendused pimedale ja vaegnägijale – kontrastsus., Palun helistage jaoskonna telefoninumbril, Teid abistatakse., Parkla asub maja kõrval.,",V,09:00 - 20:00,2023-03-05 - 2023-03-05,59.4145441839634,24.7203407972355,"{ ""2023-03-03 - 2023-03-04"": [ ""12:00 - 20:00"" ], ""2023-03-05"": [ ""09:00 - 20:00"" ] }","Sissepääs võimalik ratastooli ja lapsevankriga.  Alternatiivsissepääs liikumisabivahendiga - lift hoovis.
Erilahendused pimedale ja vaegnägijale – kontrastsus.
Palun helistage jaoskonna telefoninumbril, Teid abistatakse.
Parkla asub maja kõrval.",862-1778.jpg,Tallinna Ülikooli Räägu õppehoone,1778,Kristiine.elukoht@tallinnlv.ee,37258887023,3726457127.0,23,False,2023/03/03,26.1636072065584,58.2999989835351
